Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95538.618;1203.11;10783.073;77664.584;166.268;2550.16;737.23;
1;94048.763;1119.49;10783.073;76237.158;257.729;2543.89;700.39;
2;93462.307;1089.12;10783.073;75726.710;337.601;1903.51;686.35;
3;93789.097;1097.10;10783.073;76093.001;368.521;1853.66;684.06;
4;94735.359;1129.22;10783.073;77043.704;362.060;1835.44;1.83;
5;97333.999;1282.52;10783.073;79615.573;304.679;2536.74;768.52;
6;100630.091;1500.75;27662.719;66001.944;242.458;2656.99;0.00;
7;105123.665;1628.76;27662.719;70368.276;197.922;2708.71;0.00;
8;108406.229;1706.51;23131.862;78376.216;331.697;2802.13;3.49;
9;110366.683;1722.61;23131.862;80245.918;234.488;2418.48;337.55;
10;110654.604;1760.19;23131.862;80446.205;173.512;2828.07;1146.91;
11;110156.762;1775.81;23131.862;79873.814;171.505;2917.78;1151.50;
12;109182.007;1749.84;23131.862;78871.339;184.028;2916.40;1148.34;
13;109473.140;1756.37;23131.862;79133.850;154.409;2914.38;1168.14;
14;109030.729;1754.91;23131.862;78700.154;168.419;2898.15;1166.04;
15;108752.689;1749.87;23131.862;78390.946;163.174;2790.99;1168.62;
16;109145.779;1744.27;23131.862;78829.859;175.220;2781.05;1163.95;
17;110200.482;1758.01;23131.862;79862.297;107.176;2730.11;1137.61;
18;110096.862;1757.08;43537.924;59501.912;249.048;2762.67;1153.68;
19;108756.739;1751.34;43537.924;58154.394;320.725;2751.37;1146.30;
20;106542.553;1716.50;43537.924;56044.230;431.112;2824.56;1117.61;
21;104077.746;1628.53;43537.924;53789.610;536.634;2806.36;1074.01;
22;100582.259;1438.06;10783.073;82500.734;54.207;2637.50;922.70;
23;97415.034;1234.63;10783.073;79266.182;55.342;2582.20;753.51;
